Character,Game,Relation,Role
Petey Piranha,Minecraft: Wii U Edition,CHARACTER_IN,Playable skin (Super Mario Mash-Up Pack)
Petey Piranha,Mario Party: Star Rush,CHARACTER_IN,Boss
Petey Piranha,Paper Mario: Color Splash,CHARACTER_IN,Boss (as Petea Piranha )
Petey Piranha,Minecraft: Nintendo Switch Edition,CHARACTER_IN,Playable skin (Super Mario Mash-Up Pack)
Petey Piranha,Mario Party: The Top 100,CHARACTER_IN,Non-playable character
Petey Piranha,Minecraft: New Nintendo 3DS Edition,CHARACTER_IN,Playable skin (Super Mario Mash-Up Pack)
Petey Piranha,Minecraft: Bedrock Edition,CHARACTER_IN,Playable skin (Super Mario Mash-Up Pack)
Petey Piranha,Mario Tennis Aces,CHARACTER_IN,"Boss, playable character (version 2.1.0)"
Petey Piranha,Super Smash Bros. Ultimate,CHARACTER_IN,"Spirit, non-playable character (update)"
Petey Piranha,Super Mario 3D All-Stars,CHARACTER_IN,Boss
Petey Piranha,Dr. Mario World,CHARACTER_IN,Playable character (requires update)
Petey Piranha,Mario Party Superstars,CHARACTER_IN,Non-playable character
Petey Piranha,Mario Kart Tour,CHARACTER_IN,Playable character (requires update)
Petey Piranha,Mario Kart 8 Deluxe,CHARACTER_IN,Downloadable playable character
Petey Piranha,WarioWare: Move It!,CHARACTER_IN,Cameo in microgame
Petey Piranha,Super Mario Party Jamboree,CHARACTER_IN,Non-playable character
Pink Gold Peach,Mario Kart 8,CHARACTER_IN,Unlockable playable character
Pink Gold Peach,Nintendo Badge Arcade,CHARACTER_IN,Cameo as a badge
Pink Gold Peach,Mario Sports Superstars,CHARACTER_IN,Unlockable playable character
Pink Gold Peach,Mario Kart 8 Deluxe,CHARACTER_IN,Playable character
Pink Gold Peach,Super Smash Bros. Ultimate,CHARACTER_IN,Cameo as a spirit
Pink Gold Peach,Mario Kart Tour,CHARACTER_IN,Unlockable playable character (update)
Plum,Mario Golf,CHARACTER_IN,Playable character
Plum,Mario Golf,CHARACTER_IN,Non-playable character
Plum,Super Smash Bros. Melee,CHARACTER_IN,Cameo as a trophy
Plum,Super Smash Bros. Brawl,CHARACTER_IN,Cameo as a sticker
Pom Pom,Super Mario 3D Land,CHARACTER_IN,Boss
